7 5
2.4
2.725 1.847 3.526 1.372 13.789
3.015 6.483 3.264 14.710 17.292
20.884 3.188 9.031 16.759 7.387
1.095 4.992 15.980 6.155 12.326
21.163 6.367 8.148 17.615 15.565
13.055 14.678 7.998 1.605 1.858
12.992 1.954 3.266 3.381 9.738
10.310 12.049 3.453 2.368 4.506
3.233 0.607 6.355 7.611 3.817
9.939 13.662 7.196 11.562 6.220
3.938 8.716 3.280 6.909 6.291
7.792 12.240 1.944 15.478 18.784
6.921 0.733 14.722 21.367 0.104
15.524 12.666 12.804 13.018 3.790
1.429 13.150 2.519 8.334 12.485
12.212 11.590 2.996 4.548 17.042
2.126 6.044 23.607 2.890 10.167
3.048 17.291 4.589 1.106 16.838
15.070 3.366 0.007 17.530 9.695
3.835 15.358 15.253 14.325 4.131
4.874 0.669 1.969 4.798 16.033
11.224 19.615 9.228 3.747 4.600
5.307 8.578 4.596 13.757 17.463
7.546 23.631 10.051 7.875 14.005
2.350 9.556 1.758 2.581 15.845
0.329 9.473 1.232 11.432 0.319
0.509 10.579 8.584 2.934 10.888
8.755 13.172 1.089 0.002 0.564
14.831 0.344 3.457 4.826 6.930
1.705 1.886 0.922 6.666 7.576
4.204 5.025 0.471 10.830 5.879
2.597 14.563 5.331 7.773 4.733
11.455 19.742 9.384 1.596 2.552
0.132 4.560 9.344 3.311 7.023
0.973 5.532 8.223 3.606 5.929
4.587 1.187 13.271 9.031 5.145
11.681 7.151 0.552 1.176 3.233
6.182 21.651 2.374 14.616 2.983
0.731 12.764 6.464 7.331 0.339
3.060 3.851 20.420 6.024 0.560
8.992 18.835 3.523 10.018 16.920
4.441 5.278 11.707 22.238 13.646
2.376 12.174 16.109 8.415 3.215
5.316 2.715 8.145 12.087 9.547
0.630 0.312 4.482 21.195 12.563
3.255 9.021 2.081 4.065 1.777
4.032 1.011 9.968 13.835 3.611
12.860 16.100 9.744 4.286 12.685
8.954 2.146 6.057 0.933 16.361
3.988 9.779 7.481 9.686 3.739
0.613 0.700 10.474 14.665 3.830
3.801 19.551 4.296 8.883 12.899
10.429 3.459 3.177 0.134 9.372
2.069 17.953 2.500 2.818 5.847
3.455 17.361 5.210 0.905 2.669
11.326 3.059 0.092 13.242 14.136
7.872 6.888 1.297 20.316 13.958
3.823 14.132 0.910 10.058 4.455
1.545 5.791 1.241 15.457 10.536
1.080 8.891 21.613 15.242 4.653
3.630 7.009 7.791 5.008 2.304
5.137 4.013 1.048 9.352 14.484
5.785 10.801 9.520 9.921 5.405
19.713 6.231 12.664 8.704 9.569
4.210 3.935 0.940 0.633 1.081
0.241 2.254 7.693 1.836 2.768
4.462 4.408 10.177 15.139 23.767
7.447 13.642 11.972 9.407 12.003
2.355 14.176 6.713 15.069 6.243
12.501 1.624 1.508 10.209 5.672
2.892 17.033 10.599 10.108 0.809
15.879 10.185 9.884 11.739 8.574
9.212 4.620 4.361 6.951 1.905
7.264 4.678 13.629 11.270 12.040
8.375 10.654 3.944 12.570 17.803
3.461 8.518 2.080 8.266 8.610
12.548 3.504 5.774 0.723 7.101
6.028 13.178 19.469 8.175 1.768
24.059 7.762 7.346 4.742 4.771
0.369 6.171 4.092 0.297 7.602
5.016 2.639 7.309 23.151 5.416
1.970 23.400 9.647 12.025 1.091
0.225 13.778 5.867 4.854 11.788
12.571 6.829 17.565 2.687 4.510
12.157 6.260 13.514 13.916 3.640
9.425 9.855 10.419 10.187 0.305
5.560 7.028 4.216 5.023 4.843
8.180 20.007 3.478 11.842 6.651
1.888 19.766 3.360 0.811 10.035
12.170 3.248 3.294 3.822 15.748
5.498 16.952 8.765 2.392 7.154
0.050 3.357 6.878 32.909 12.334
3.089 9.163 7.089 3.785 2.717
19.907 19.496 1.977 10.403 6.396
17.426 10.438 7.968 5.394 7.277
14.142 7.641 11.891 10.392 9.783
7.774 6.200 17.930 6.733 8.887
6.938 0.372 8.861 6.325 21.282
8.573 9.251 9.831 8.295 6.282
11.076 3.894 8.250 8.659 2.589
6.820 12.296 12.505 9.051 6.864
8.476 10.513 26.110 0.720 8.461
18.229 24.610 1.807 13.755 2.209
22.218 13.457 0.387 2.576 3.119
14.869 8.430 6.178 8.716 6.828
2.046 9.173 10.475 2.067 3.152
0.330 1.936 16.165 0.228 15.399
9.969 19.915 5.510 3.229 5.920
5.844 16.642 2.751 2.611 14.335
5.187 17.271 5.251 10.631 9.010
4.384 4.678 3.042 2.041 3.749
3.377 0.157 1.430 4.008 12.524
14.876 10.259 1.663 2.909 7.118
3.237 6.398 4.008 5.797 4.730
9.609 10.249 10.694 20.240 24.480
15.880 0.263 23.757 3.542 6.478
21.830 3.996 10.090 10.296 2.613
13.999 13.937 4.665 2.150 14.022
9.581 4.744 11.635 1.518 17.800
0.260 4.289 8.034 10.083 8.664
3.148 0.166 8.972 15.234 18.099
8.312 8.653 16.308 0.256 2.782
3.719 4.471 6.062 15.341 21.910
6.509 3.432 2.555 12.995 7.045
19.070 9.756 10.552 5.273 7.679
0.153 2.353 6.301 3.423 1.992
8.602 4.071 5.396 12.925 12.449
5.970 9.904 22.082 9.390 4.898
3.696 2.675 27.978 7.535 17.134
7.697 0.546 6.785 3.897 2.387
9.800 5.019 11.845 9.805 16.135
0.260 7.635 11.605 6.770 0.600
8.340 0.052 4.795 7.088 11.691
0.682 7.349 0.532 3.435 7.939
2.847 11.759 3.193 1.825 12.071
1.208 8.776 3.536 1.903 20.323
2.102 10.002 4.208 14.631 9.164
6.244 13.512 2.479 10.925 4.914
9.265 4.070 3.808 6.241 3.625
19.670 20.934 13.579 2.427 10.624
0.494 8.303 11.545 3.474 18.580
10.754 11.572 2.267 5.304 8.463
11.350 8.891 10.878 6.309 14.108
19.907 4.773 23.138 5.248 3.978
9.703 12.386 10.253 9.904 0.905
3.932 2.283 5.507 3.788 11.223
8.694 9.193 8.712 19.222 11.160
6.529 0.278 2.858 26.726 4.349
2.044 5.117 7.802 3.158 1.681
15.844 7.459 4.471 2.453 1.475
5.065 15.622 2.594 4.866 3.002
7.298 0.080 2.361 13.487 3.395
23.013 14.144 13.359 12.839 10.884
9.785 8.150 15.908 7.191 2.727
3.616 3.046 10.915 4.676 23.220
2.390 11.726 4.215 3.199 6.655
5.252 2.693 5.375 2.063 29.468
10.213 4.929 18.540 0.305 15.856
18.145 5.594 13.406 11.145 11.082
8.143 0.929 10.931 11.445 15.790
6.389 11.820 16.535 5.343 7.814
8.993 1.848 12.382 10.720 4.268
13.731 3.317 6.053 7.714 11.553
5.478 10.803 10.108 1.093 3.835
15.604 19.283 2.928 1.643 11.218
3.248 1.951 6.430 0.009 2.469
4.605 25.791 3.077 24.118 6.786
6.244 5.982 4.331 0.704 15.962
7.169 15.463 12.781 3.893 13.604
8.649 1.047 6.133 9.194 12.171
23.186 11.027 0.835 0.178 4.047
0.696 0.259 4.816 7.709 7.900
9.783 12.290 5.023 4.510 13.249
4.035 15.359 6.214 12.152 17.699
6.416 16.708 0.019 1.000 3.204
0.648 9.259 0.675 13.938 13.293
5.342 1.521 7.076 3.768 1.166
13.235 8.611 1.327 3.161 0.326
1.869 8.806 8.273 4.923 13.563
6.802 2.382 2.252 1.290 8.401
0.470 18.412 3.031 8.395 10.268
5.018 7.475 17.846 1.808 8.137
7.269 7.048 1.057 2.801 15.168
6.674 13.974 0.188 1.558 7.478
11.541 3.506 1.739 5.540 2.649
6.333 2.870 10.017 6.924 15.412
17.128 15.693 10.317 5.808 4.104
12.235 16.193 2.038 26.601 2.473
0.833 7.033 4.481 8.951 4.157
12.253 3.645 7.981 2.044 15.423
13.247 3.316 12.816 11.380 2.332
16.058 1.853 3.074 6.856 7.228
2.184 2.033 4.802 3.899 5.437
13.593 14.585 17.387 6.572 10.441
11.518 1.747 26.871 9.078 16.700
2.797 7.206 9.496 1.073 8.525
11.003 8.121 5.575 7.682 13.847
0.195 11.033 20.699 8.229 5.923
3.846 4.248 9.848 20.408 15.005
0.705 4.740 7.309 11.974 5.917
3.215 7.080 0.578 1.814 4.918
13.464 0.360 2.536 1.321 18.180
3.513 16.090 3.935 1.931 13.550
2.788 1.778 8.005 1.547 19.672
5.290 1.181 7.561 14.353 7.495
9.125 2.227 6.263 3.435 18.639
6.419 10.414 0.374 0.390 3.769
16.111 2.667 5.528 8.977 2.126
18.786 13.326 8.048 7.467 0.554
0.416 2.296 19.916 5.688 18.171
2.619 1.443 23.246 9.403 6.303
15.266 9.164 1.118 12.697 14.177
10.921 0.321 1.389 0.015 4.390
25.232 17.501 11.621 2.186 16.694
2.478 6.820 2.241 11.090 5.714
3.282 12.118 7.853 1.869 5.575
13.155 6.229 7.498 0.822 21.017
3.477 9.640 9.075 9.849 4.844
0.575 9.941 11.388 1.694 3.487
1.353 0.903 24.383 16.454 7.463
16.178 5.999 13.052 5.497 3.207
5.061 3.724 8.830 15.868 12.579
1.764 15.883 9.601 2.306 4.031
23.498 8.699 4.100 11.161 4.115
4.033 5.610 5.450 24.491 22.025
3.284 5.814 6.651 13.283 0.979
12.763 2.964 19.216 1.461 1.254
10.364 16.076 14.842 11.113 12.005
0.903 2.355 1.664 4.506 6.276
3.709 6.135 5.449 0.209 6.797
3.368 7.555 5.684 14.371 5.710
29.813 14.159 0.729 2.259 2.777
11.596 13.372 12.660 0.667 8.276
2.546 7.968 16.427 15.819 12.025
22.086 0.494 1.867 5.284 13.127
12.698 0.764 14.894 1.107 2.533
4.856 13.739 1.145 2.103 3.611
16.062 13.985 13.577 5.167 10.157
3.709 8.644 1.984 10.073 19.450
11.450 8.324 3.652 14.761 5.779
11.512 20.122 11.418 6.933 5.387
9.885 10.500 0.323 4.135 3.202
12.676 4.139 0.863 3.154 0.214
10.431 1.905 0.503 12.597 10.049
13.253 3.999 2.776 10.995 6.297
5.499 4.823 1.898 16.999 14.546
18.179 15.528 16.786 7.685 4.517
15.447 11.142 6.314 4.165 9.856
0.731 12.479 11.357 3.984 2.734
16.611 3.516 1.544 30.985 5.478
6.150 6.631 0.907 4.906 18.986
4.765 2.296 12.535 6.249 7.882
1.962 10.685 3.203 17.745 0.401
3.614 2.543 6.894 4.779 8.153
7.654 7.901 5.067 10.863 13.104
4.657 8.759 2.848 1.926 1.554
6.039 11.667 6.398 9.771 6.356
23.531 10.080 13.063 10.884 2.570
16.386 10.626 5.739 20.974 7.659
5.195 14.486 9.688 15.126 12.401
9.697 4.213 1.838 4.237 5.432
9.030 5.732 13.646 0.666 0.616
13.007 2.840 12.400 4.083 6.269
1.163 7.999 6.289 7.153 14.720
18.395 1.288 3.646 0.937 12.161
10.281 5.653 7.811 24.029 13.187
8.680 20.042 8.839 10.983 10.145
8.438 14.170 7.995 15.878 11.440
10.630 9.958 20.499 6.712 6.878
0.378 13.200 9.066 0.786 6.662
14.267 5.714 13.110 6.243 19.764
5.770 9.262 15.107 11.620 9.274
0.941 15.460 8.007 1.311 9.877
5.819 8.633 11.215 20.808 5.943
15.508 8.625 8.622 0.027 5.372
5.796 14.428 4.370 2.658 16.130
7.367 18.725 7.654 5.337 4.131
8.055 15.439 10.952 3.174 2.315
23.799 10.954 17.280 6.882 12.421
1.662 6.526 14.739 0.020 1.835
8.769 1.074 23.755 0.052 17.831
3.780 4.095 0.553 2.798 1.009
6.939 3.354 7.553 8.926 12.277
17.835 8.161 11.231 2.006 11.086
7.376 2.015 6.060 3.099 11.281
13.852 0.473 0.649 6.354 20.833
1.118 12.240 7.658 0.638 7.072
0.115 20.360 15.551 9.515 3.712
17.906 18.891 5.029 2.767 21.154
6.681 5.535 4.561 0.470 2.934
6.436 8.802 2.439 17.711 4.505
10.429 7.205 13.118 2.054 4.128
2.351 5.799 7.902 6.224 10.585
0.119 2.907 14.233 0.833 1.084
15.142 13.796 2.134 21.285 17.460
0.561 4.551 20.883 5.783 13.644
12.200 6.934 3.427 8.098 8.234
5.700 10.728 3.265 0.421 3.386
1.446 1.822 3.129 0.436 2.994
0.697 8.255 9.519 5.739 15.425
4.445 9.498 11.853 5.571 11.556
8.796 3.470 4.086 6.468 16.045
1.270 1.594 10.033 0.013 1.744
2.845 3.900 2.541 2.602 0.652
10.649 17.168 8.063 0.405 8.781
3.270 16.577 3.951 6.054 2.185
3.000 1.790 6.668 7.834 3.657
14.120 9.643 5.579 4.572 15.620
8.677 22.288 10.151 9.955 3.379
4.437 9.192 2.154 2.347 11.310
3.030 4.403 3.265 15.163 3.662
6.492 0.429 14.473 1.775 12.407
24.376 7.028 9.858 6.199 11.033
2.361 9.648 10.895 1.820 16.140
0.161 1.846 7.576 1.478 13.699
10.122 1.223 18.425 1.356 2.744
5.967 4.620 14.602 13.316 3.055
1.231 27.655 8.896 30.520 8.506
12.550 17.434 1.649 16.723 13.771
5.114 16.513 9.395 1.553 1.628
13.707 6.670 0.693 1.302 10.521
1.284 1.734 3.528 9.835 5.013
16.212 19.471 4.448 9.916 7.293
2.750 11.056 0.632 3.293 7.840
4.447 11.603 6.812 1.249 5.700
1.047 2.329 5.402 13.191 3.827
0.106 6.523 8.242 16.177 11.837
1.806 12.306 11.637 12.613 7.315
5.898 1.016 8.899 3.147 0.065
6.154 11.588 3.260 3.453 4.204
17.428 14.072 1.751 1.376 0.718
10.308 1.759 7.988 10.434 9.093
6.987 13.874 0.740 15.466 18.775
9.546 6.538 13.037 6.229 4.948
4.674 25.261 1.548 4.107 3.210
6.072 1.733 13.369 20.614 3.274
7.745 8.679 11.307 5.579 5.167
11.331 0.390 2.573 3.737 3.674
0.491 22.047 8.900 16.614 7.711
12.812 1.329 14.441 2.954 11.693
7.952 4.210 7.285 12.459 17.116
4.841 3.440 14.191 27.732 2.876
19.011 8.961 16.007 13.546 13.070
5.594 17.118 12.331 4.490 1.899
7.636 13.651 3.097 10.669 6.938
8.829 23.710 6.497 12.388 2.964
23.065 13.531 27.641 8.513 7.489
1.582 0.040 6.714 41.605 10.791
10.906 6.754 18.809 4.024 5.614
16.441 13.365 5.892 11.416 0.436
25.016 6.392 14.604 12.013 15.277
2.530 0.523 17.851 4.172 7.750
6.384 10.951 6.983 16.780 16.090
13.268 5.173 1.283 11.269 1.424
11.082 7.329 16.952 16.289 7.344
18.481 18.745 8.701 4.555 2.679
16.662 0.385 9.612 18.512 13.296
9.632 9.376 14.472 11.573 1.474
0.468 1.339 0.746 5.027 3.090
8.303 1.396 0.874 18.120 5.998
22.359 9.601 3.553 6.500 0.495
16.858 6.611 12.968 21.118 4.562
7.860 1.034 8.797 3.761 9.480
7.942 1.680 12.093 19.180 3.834
5.238 8.611 3.476 5.905 13.725
9.509 7.248 16.751 14.188 19.264
0.238 15.101 0.733 0.039 1.019
5.683 4.342 1.576 5.451 3.931
5.021 11.650 2.151 19.540 9.921
15.728 1.152 8.087 11.534 1.566
15.943 6.882 6.235 8.812 1.184
12.864 22.806 11.336 3.771 0.897
7.174 4.957 16.061 2.254 15.525
10.727 21.607 8.701 12.791 3.577
11.756 15.409 1.090 7.804 1.219
7.601 11.001 0.725 4.984 1.971
3.197 7.734 14.937 13.945 7.772
3.796 6.444 6.610 0.923 0.128
5.141 6.844 9.137 3.957 11.848
11.340 7.937 2.671 11.496 6.233
6.964 3.377 14.451 8.745 2.094
1.810 7.525 11.389 13.509 7.468
7.368 8.140 4.004 1.348 0.406
3.982 8.742 3.434 10.036 0.795
9.054 5.087 0.645 4.560 13.591
4.115 3.064 5.718 12.553 1.658
16.412 2.695 5.523 3.749 4.790
9.834 9.705 8.600 25.338 2.501
5.996 8.175 4.046 0.158 3.048
5.685 5.844 16.149 9.274 3.530
3.886 10.233 17.579 10.800 8.180
16.293 1.143 1.341 4.784 4.771
11.607 4.111 10.001 7.806 18.033
2.871 9.085 12.923 11.060 1.193
0.880 2.523 6.252 5.265 3.078
12.728 22.318 3.326 8.870 3.322
9.254 4.592 5.770 9.149 8.031
1.796 2.085 18.637 3.459 2.626
11.729 2.302 10.742 7.574 13.817
6.949 0.860 0.638 7.619 0.323
6.334 10.950 0.745 9.739 4.212
8.475 6.561 4.153 5.889 3.850
15.996 10.050 10.743 4.866 3.921
13.660 14.165 6.069 0.925 7.181
7.435 3.919 5.631 0.858 10.721
5.216 12.020 10.756 8.830 0.964
12.418 6.570 0.274 2.787 7.122
10.893 6.191 15.472 13.304 3.252
18.361 13.370 0.751 10.398 0.940
2.671 4.983 10.067 2.193 9.008
6.338 4.578 10.716 7.926 2.646
10.739 22.959 24.071 12.264 16.766
11.891 10.486 13.454 1.315 11.584
32.753 6.951 9.226 5.554 3.910
19.990 14.280 4.993 12.955 7.441
23.287 25.443 0.095 0.518 8.896
14.623 2.389 6.316 4.457 16.429
10.291 2.704 1.206 1.537 7.525
12.943 6.923 2.747 15.036 6.209
7.494 25.017 0.440 7.392 7.046
1.828 17.967 9.359 14.238 22.300
1.777 8.755 9.751 3.802 14.376
13.446 12.989 14.547 4.899 3.426
5.524 16.552 1.475 9.074 16.743
7.430 20.231 7.278 13.154 1.277
7.629 11.424 10.220 4.991 8.214
7.741 4.172 11.505 14.311 13.303
0.104 15.583 8.891 8.569 12.609
2.525 10.971 6.803 12.315 17.502
11.601 0.216 3.487 4.526 5.183
12.995 23.933 11.651 8.664 8.303
0.077 1.790 9.787 11.663 14.699
11.445 8.072 0.493 1.190 0.256
1.327 2.677 1.766 13.770 19.303
10.747 2.619 11.310 10.364 8.393
6.168 9.911 5.648 21.393 2.451
2.236 1.684 4.171 9.114 14.130
2.802 4.358 3.264 9.467 7.245
13.867 15.051 0.781 2.842 8.374
10.017 3.216 4.207 13.672 6.913
15.110 11.174 6.399 10.003 18.974
23.220 8.649 12.616 3.834 18.687
7.504 8.498 13.315 8.945 11.907
20.014 7.916 1.969 6.822 14.299
9.546 6.608 14.865 16.244 6.777
4.373 3.617 3.298 4.102 8.657
6.972 12.237 13.197 21.892 18.430
7.734 19.944 3.792 7.583 2.006
14.712 1.958 15.154 6.253 0.287
14.235 0.254 24.604 9.678 14.580
2.928 0.219 5.371 7.429 1.730
17.999 0.025 10.390 1.700 18.896
9.443 7.824 18.329 4.712 2.838
16.160 29.422 12.758 0.876 15.832
0.842 10.198 17.754 4.153 8.290
19.129 13.806 1.317 13.642 4.980
5.483 7.143 1.644 2.701 5.286
10.358 8.079 5.347 10.827 7.231
1.729 14.671 15.469 4.943 2.016
3.685 9.240 5.624 2.009 0.123
1.764 7.686 10.133 11.481 2.782
1.871 3.362 7.630 1.527 10.672
0.333 10.480 5.778 2.240 9.490
3.087 8.433 7.692 3.728 3.868
0.181 8.867 26.054 2.242 16.451
21.545 22.413 13.828 1.505 10.922
19.466 8.146 5.664 13.167 1.939
2.502 3.033 6.554 4.334 26.348
10.165 3.051 18.706 5.948 12.190
0.094 2.974 2.511 9.379 8.921
14.169 2.498 3.283 0.402 7.108
10.022 0.811 2.961 5.977 0.420
5.859 3.907 2.879 17.443 5.325
5.599 17.030 4.598 8.122 4.734
2.861 5.439 16.097 4.067 5.467
15.548 9.913 6.002 10.559 10.472
0.433 2.378 9.610 7.046 0.759
8.202 7.489 4.275 9.919 12.313
13.118 11.738 16.940 2.602 5.957
17.462 10.092 18.482 6.049 0.436
17.064 16.224 3.722 12.580 4.434
5.586 9.167 3.415 13.790 2.821
14.615 16.964 0.858 2.629 3.356
3.919 4.630 6.323 11.564 13.652
35.964 1.565 2.545 5.684 12.474
9.728 1.266 12.049 13.551 7.720
12.236 3.390 23.104 0.612 16.607
3.882 8.931 7.811 3.108 13.093
6.861 0.240 36.095 17.205 0.692
0.227 0.355 10.818 0.678 9.600
5.027 2.413 12.302 8.471 13.878
7.256 4.999 2.013 2.088 2.202
15.297 0.714 8.235 4.656 3.740
4.696 12.704 8.444 9.679 5.422
13.001 19.481 17.561 3.105 1.944
20.924 4.840 3.978 3.871 0.120
15.170 12.221 4.719 0.885 0.104
2.334 10.341 12.264 5.318 14.074
4.028 3.075 11.366 0.882 16.079
1.255 1.494 6.662 2.327 6.511
6.402 5.171 4.856 9.634 7.100
15.538 7.914 14.798 11.182 5.914
12.957 0.211 2.584 23.344 8.500
5.613 8.198 5.957 3.544 4.700
8.655 21.720 4.936 12.027 10.272
7.842 9.201 0.997 2.965 15.493
8.505 12.522 2.616 1.160 16.979
23.606 12.876 8.956 13.865 0.342
1.677 1.466 4.530 19.291 6.711
13.180 8.263 5.206 13.932 12.252
9.122 1.657 5.004 1.775 5.491
5.225 1.755 0.061 26.928 11.947
3.088 17.242 1.900 0.576 0.303
6.409 2.065 6.429 13.377 1.457
9.002 7.206 5.582 20.378 6.987
11.118 4.521 2.050 2.673 3.739
0.542 10.627 17.196 3.896 4.496
10.061 9.265 0.085 2.005 9.283
5.825 1.607 11.019 13.998 6.357
2.654 0.563 0.216 6.700 11.239
6.269 8.802 9.636 2.791 5.954
8.505 7.804 6.535 1.370 18.980
8.143 9.246 9.361 3.141 13.613
2.145 11.043 8.546 16.300 20.441
2.968 12.164 1.248 11.726 12.305
7.465 5.382 1.968 3.141 8.218
0.412 5.163 0.593 1.975 2.644
0.116 5.720 14.034 15.298 14.712
3.469 6.210 0.430 3.737 2.164
15.342 1.921 1.595 15.607 11.468
14.196 21.270 2.999 15.889 5.568
10.081 14.328 4.860 0.268 9.277
2.217 4.696 8.230 6.904 3.782
21.425 8.219 3.627 2.050 12.807
11.652 5.500 4.143 4.309 13.329
15.067 19.768 0.084 10.587 2.738
1.852 9.697 6.704 7.320 1.951
6.060 6.977 9.723 7.018 9.270
16.024 4.786 13.384 1.566 18.438
9.358 0.750 7.223 3.212 1.228
9.337 17.244 14.727 11.339 7.944
2.150 3.059 4.486 4.893 8.890
4.851 6.862 0.543 5.005 0.225
3.622 3.546 2.154 9.551 11.203
15.680 17.524 11.940 14.588 2.957
0.631 9.288 2.492 5.835 7.979
4.052 10.868 17.919 29.814 5.924
1.889 4.628 5.944 10.716 24.132
3.088 11.956 11.243 8.708 8.811
16.679 3.184 7.411 7.031 1.529
4.728 16.140 0.969 11.390 1.725
12.867 11.138 6.799 3.574 0.782
4.675 10.981 11.018 4.539 6.139
10.153 22.898 12.983 11.381 4.357
6.178 0.144 18.104 4.799 7.474
11.476 7.954 2.124 10.226 15.866
2.633 4.649 5.266 9.844 9.433
2.688 6.067 8.157 3.646 5.369
8.780 18.290 3.168 3.396 5.969
5.041 4.541 3.738 14.635 15.066
4.059 8.385 15.036 9.118 1.016
9.180 15.176 0.636 3.817 10.960
11.745 1.253 2.956 6.089 6.480
10.245 10.384 8.912 2.642 0.170
2.374 3.037 7.430 8.738 14.425
9.124 12.477 21.890 10.939 8.730
1.811 23.431 13.674 5.545 9.142
10.852 1.006 5.276 4.606 18.917
5.295 4.960 20.333 3.230 15.423
0.415 26.299 8.837 1.064 5.972
23.735 5.571 12.263 12.007 8.324
